Page 1 0.00000  0.00000  0.00000  0.12394 CMYK OK
Page 2 0.00000  0.00000  0.00000  0.26883 CMYK OK
Page 3 0.00000  0.00000  0.00000  0.34570 CMYK OK
Page 4 0.00000  0.00000  0.00000  0.32757 CMYK OK
Page 5 0.00016  0.00035  0.00017  0.34677 CMYK OK
Page 6 0.00000  0.00000  0.00000  0.51890 CMYK OK
Page 7 0.00000  0.00000  0.00000  0.60711 CMYK OK
Page 8 0.00000  0.00000  0.00000  0.02626 CMYK OK
